Latitude,Longitude,PS,WS50M,Z0M,T10M
41.475929,-94.623596,97.39142857142858,7.07,0.05,9.784285714285714
36.824116,-105.374023,74.83571428571429,5.167142857142857,0.26,6.788571428571428
40.439102,-88.786804,98.89571428571428,6.9157142857142855,0.04,10.882857142857144
35.900139,-109.226013,79.22285714285714,6.01,0.04,10.487142857142857
44.467583,-99.354614,95.13142857142856,7.102857142857142,0.04,8.204285714285714
43.612202,-94.392822,97.26857142857143,7.204285714285715,0.04,8.222857142857142
48.037304,-96.375793,97.68,7.034285714285715,0.04,4.862857142857143
35.550232,-99.350922,94.87857142857142,7.334285714285714,0.05,15.904285714285717
41.641342,-85.513367,98.43857142857144,6.74,0.05,9.972857142857142
43.490215,-95.140381,96.60285714285716,7.298571428571428,0.04,8.034285714285714
33.410378,-98.697601,97.46,6.905714285714287,0.05,18.43
36.653133,-95.368958,98.98142857142857,6.7700000000000005,0.08,15.185714285714283
42.155437,-92.575165,98.25571428571428,6.934285714285714,0.05,9.264285714285714
42.915127,-83.872284,98.67285714285715,6.882857142857143,0.05,8.722857142857142
34.25071,-109.72406,81.61428571428571,5.491428571428571,0.28,12.532857142857145
34.885571,-103.413147,87.27857142857144,7.284285714285715,0.04,14.84142857142857
37.004116,-104.170288,79.18857142857142,6.777142857142857,0.14,10.338571428571427
42.54826,-88.527832,98.2757142857143,6.824285714285715,0.05,8.592857142857143
34.708008,-95.565735,98.74285714285716,5.074285714285715,1.32,16.555714285714284
37.719257,-104.920059,76.0942857142857,6.3,0.47,7.729999999999999
36.747971,-106.150024,76.0657142857143,5.254285714285714,0.53,7.607142857142857
40.661617,-87.998413,99.03571428571428,6.857142857142857,0.04,10.965714285714286
40.932396,-93.382202,98.23714285714286,6.894285714285714,0.05,10.338571428571427
39.380878,-103.691223,83.60428571428572,6.62,0.04,10.888571428571428
43.618484,-94.907043,96.60285714285716,7.298571428571428,0.04,8.034285714285714
33.878014,-93.063324,100.61428571428571,4.0371428571428565,2.09,17.375714285714285
26.286648,-81.705109,101.61285714285714,4.92,0.04,23.485714285714288
41.747124,-107.108673,77.47285714285714,7.011428571428572,0.42,4.788571428571428
40.172142,-94.337341,98.16285714285712,6.821428571428571,0.05,11.515714285714283
32.609913,-109.93544,86.60857142857142,4.861428571428571,0.05,16.952857142857145
43.158253,-96.242371,96.70428571428572,7.155714285714287,0.04,8.835714285714285
46.223309,-110.169342,82.63714285714286,6.791428571428571,0.27,4.602857142857142
38.530148,-113.257233,82.36142857142856,5.212857142857144,0.03,10.788571428571428
39.586258,-75.523438,101.32,5.921428571428572,0.16,13.017142857142858
43.364071,-78.199951,100.62714285714286,7.234285714285714,0.0,9.792857142857144
46.812614,-109.991577,85.40714285714286,6.857142857142857,0.3,5.928571428571429
46.916267,-110.683426,82.45142857142858,6.158571428571428,1.02,3.577142857142857
36.101181,-98.013672,97.11285714285714,7.3,0.06,15.85
38.537346,-90.499786,99.51142857142858,4.934285714285714,1.07,13.111428571428572
37.020641,-93.934265,97.32142857142856,6.3585714285714285,0.14,13.707142857142856
43.266392,-100.616302,93.48714285714286,7.331428571428572,0.04,10.04
42.797649,-100.223877,92.99857142857142,7.522857142857142,0.04,9.725714285714286
41.190639,-82.822479,98.44285714285716,6.738571428571428,0.05,10.40857142857143
46.474411,-119.813751,96.91285714285712,4.958571428571429,0.05,11.031428571428572
35.07951,-105.620087,80.73571428571428,7.095714285714286,0.04,11.712857142857144
32.357811,-100.119019,94.61714285714288,7.228571428571429,0.05,18.06571428571429
43.198677,-92.590546,97.66714285714284,6.93,0.05,8.084285714285715
39.092594,-74.801392,101.65857142857143,7.132857142857143,0.02,13.86
36.531086,-101.328857,90.92285714285715,7.432857142857143,0.05,14.965714285714286
36.897346,-120.605713,99.57142857142856,5.07,0.06,17.16
41.550392,-113.812775,84.23857142857142,4.944285714285714,0.02,9.485714285714286
39.402897,-119.777863,82.25571428571428,4.201428571428571,0.75,8.918571428571429
44.106602,-95.442413,96.19285714285716,7.364285714285714,0.04,7.607142857142857
40.932621,-105.669586,75.98285714285714,6.9,0.67,4.609999999999999
48.982891,-96.977692,98.26857142857143,6.942857142857143,0.04,4.244285714285715
41.329193,-74.094177,98.38714285714286,4.372857142857143,2.07,9.491428571428573
27.048206,-98.858917,99.79857142857144,6.847142857142857,0.05,23.145714285714288
39.300331,-101.08844,90.14142857142858,7.218571428571429,0.04,12.061428571428571
40.338593,-90.50769,99.29857142857144,6.722857142857143,0.05,11.202857142857145
34.964825,-105.085449,83.28285714285714,7.177142857142857,0.04,13.655714285714286
42.009007,-91.180542,98.58,6.777142857142857,0.05,9.304285714285712
43.014637,-121.216736,84.38571428571429,4.558571428571429,1.19,6.662857142857143
34.87225,-111.62674,81.70142857142856,4.978571428571429,1.43,12.004285714285714
32.510487,-104.820312,85.13,6.472857142857143,0.04,15.781428571428572
40.012627,-94.898499,98.04571428571428,6.88,0.05,11.645714285714286
40.760555,-105.296524,80.51428571428572,7.201428571428571,0.04,8.121428571428572
46.504856,-118.134247,95.30571428571427,5.897142857142858,0.04,10.62
41.285534,-110.603989,78.45285714285714,6.591428571428572,0.03,5.652857142857143
43.354103,-78.255554,100.62714285714286,7.234285714285714,0.0,9.792857142857144
40.390408,-83.662811,98.02857142857144,6.6571428571428575,0.05,10.588571428571427
40.592747,-118.192352,84.84,3.894285714285714,0.02,11.178571428571429
38.77182,-87.430054,99.84714285714288,6.409999999999999,0.05,12.584285714285716
36.923595,-110.703583,82.98285714285714,5.005714285714285,0.03,12.524285714285714
48.815895,-113.468567,83.3,5.542857142857143,1.2,1.6428571428571428
33.755417,-101.019348,91.21285714285716,7.24,0.04,16.341428571428573
43.315693,-88.274902,98.2942857142857,7.128571428571428,0.04,7.887142857142857
44.781872,-85.988586,99.38,7.745714285714285,0.05,7.918571428571428
28.587322,-96.661591,101.41,6.5371428571428565,0.05,22.08857142857143
38.858433,-77.700317,100.24428571428572,5.321428571428571,0.35,12.989999999999998
41.700779,-105.017517,80.46857142857142,8.285714285714286,0.03,7.478571428571429
42.823395,-78.626373,99.08285714285716,5.771428571428571,1.09,9.498571428571427
40.566147,-83.404327,98.02428571428572,6.51,0.05,10.564285714285717
42.982689,-86.220581,99.29142857142855,7.301428571428572,0.03,9.301428571428572
47.689022,-97.811707,97.46,7.111428571428571,0.04,5.557142857142857
42.891651,-72.806458,97.22714285714288,4.515714285714286,2.1,7.372857142857143
40.164574,-119.753128,84.45,3.985714285714285,0.57,10.031428571428572
40.997196,-104.93689,80.51428571428572,7.201428571428571,0.04,8.121428571428572
42.312088,-74.843231,95.71571428571428,4.742857142857143,1.96,7.335714285714286
41.908592,-95.11322,96.96,7.187142857142858,0.05,9.35142857142857
35.617641,-101.186188,90.51,7.47,0.04,15.245714285714286
44.033386,-96.168365,95.64714285714284,7.3428571428571425,0.04,7.479999999999999
46.462452,-103.678223,91.44,7.511428571428572,0.03,7.53
36.028645,-101.743073,89.33571428571429,7.372857142857143,0.04,14.718571428571428
41.661865,-89.23819,99.04857142857144,6.765714285714286,0.05,10.022857142857143
36.716389,-103.348938,85.00999999999999,7.595714285714286,0.04,13.394285714285717
42.142765,-105.741486,79.11285714285714,8.608571428571429,0.03,5.895714285714286
35.23394,-102.100952,89.14857142857143,7.39,0.04,15.124285714285715
43.505352,-99.119202,95.21571428571428,7.192857142857143,0.04,9.76142857142857
41.556774,-105.1707,80.46857142857142,8.285714285714286,0.03,7.478571428571429
47.204067,-120.143097,94.86857142857144,4.587142857142857,0.27,9.284285714285714
45.342072,-82.834595,99.36714285714288,7.784285714285715,0.0,6.95
45.573376,-97.184326,96.68,7.295714285714285,0.04,6.965714285714285
41.339539,-87.833191,99.25,6.762857142857143,0.05,10.12857142857143
35.203907,-107.381317,79.7057142857143,6.601428571428571,0.03,11.595714285714283
39.598457,-86.249634,98.87142857142858,5.897142857142858,0.43,11.782857142857145
36.15657,-95.396576,99.1314285714286,6.368571428571428,0.32,15.69
38.466118,-117.079712,79.15428571428572,5.242857142857143,0.03,9.358571428571429
40.051231,-119.657227,85.10571428571428,3.922857142857143,0.03,11.134285714285712
39.400402,-79.305237,94.34857142857145,4.632857142857143,2.06,9.72
35.441319,-98.714294,95.7242857142857,7.3428571428571425,0.06,15.78
43.266563,-105.750015,84.31714285714285,7.221428571428571,0.02,8.068571428571428
34.779465,-103.110138,87.27857142857144,7.284285714285715,0.04,14.84142857142857
44.386715,-96.377899,96.00285714285714,7.351428571428571,0.04,7.305714285714286
47.099522,-102.751831,93.1185714285714,7.390000000000001,0.03,6.821428571428571
39.596851,-94.304749,98.23714285714286,6.827142857142857,0.05,11.941428571428572
43.758266,-88.733429,98.47,6.805714285714286,0.05,7.541428571428571
47.014156,-109.239975,85.28285714285714,7.021428571428571,0.12,5.62
35.125275,-105.717163,80.73571428571428,7.095714285714286,0.04,11.712857142857144
41.33181,-84.343781,98.77428571428572,6.658571428571428,0.05,10.07
32.7099,-79.90979,101.74285714285716,6.67,0.0,20.4
36.91959,-100.137878,93.73428571428572,7.321428571428571,0.05,15.035714285714286
38.338356,-94.315094,98.39571428571428,6.7457142857142856,0.06,12.814285714285717
41.098297,-114.334412,82.47142857142856,4.804285714285714,0.02,9.215714285714286
44.848946,-123.982712,98.94571428571427,4.238571428571428,1.78,9.39
27.079712,-97.58432,101.46142857142856,7.094285714285713,0.03,23.45142857142857
47.686378,-97.9776,96.43714285714286,7.202857142857143,0.04,5.337142857142857
36.071331,-108.77739,79.87,6.231428571428571,0.04,11.042857142857144
36.497509,-116.185532,90.17571428571428,4.978571428571429,0.02,18.04
42.154591,-97.969177,94.74285714285716,7.5,0.05,9.732857142857142
37.186577,-106.22023,72.92142857142856,5.264285714285714,1.28,4.652857142857143
43.758369,-83.172028,99.3442857142857,7.435714285714285,0.01,8.547142857142857
43.978142,-93.140015,97.21714285714286,7.141428571428572,0.05,7.345714285714286
43.337173,-116.134857,89.61714285714285,4.732857142857143,0.04,10.772857142857143
43.504936,-72.768646,96.92571428571428,4.421428571428572,2.06,6.627142857142857
44.849342,-73.818115,99.65,4.901428571428572,1.64,6.9557142857142855
41.770325,-106.50943,77.98857142857143,7.72,0.11,4.908571428571428
43.254719,-88.205963,98.2942857142857,7.128571428571428,0.04,7.887142857142857
45.252502,-102.689392,92.2,7.285714285714286,0.03,8.08
36.589081,-100.529846,91.86,7.52,0.04,14.832857142857142
40.84214,-88.960388,99.18857142857142,6.835714285714286,0.05,10.587142857142856
36.624706,-97.548309,97.73285714285714,7.147142857142858,0.06,15.43
45.293938,-102.933502,91.25142857142858,7.312857142857142,0.03,8.09
44.658337,-97.374817,95.4057142857143,7.248571428571429,0.04,7.278571428571429
29.799187,-100.652496,94.5657142857143,6.952857142857143,0.04,19.41857142857143
36.65094,-118.112839,77.87142857142858,3.597142857142857,0.04,8.702857142857143
37.014622,-104.914307,74.81285714285715,6.311428571428571,0.42,7.015714285714286
41.78297,-100.876099,90.91,7.58,0.04,10.035714285714286
42.581673,-95.91156,96.81,7.19,0.04,9.101428571428572
38.504818,-114.36441,80.02857142857144,5.361428571428571,0.04,9.534285714285714
36.960709,-101.572723,89.33,7.4071428571428575,0.04,14.297142857142855
41.19178,-104.618225,83.37857142857142,6.885714285714286,0.04,9.574285714285711
34.812111,-102.91217,87.27857142857144,7.284285714285715,0.04,14.84142857142857
36.005505,-102.128296,89.33571428571429,7.372857142857143,0.04,14.718571428571428
44.607086,-104.242554,86.20857142857143,6.437142857142858,0.48,7.55
38.139977,-110.203094,82.09142857142857,5.165714285714286,0.09,11.228571428571428
32.293831,-100.3302,93.82714285714285,7.154285714285714,0.04,18.02428571428572
43.191307,-92.361023,97.66714285714284,6.93,0.05,8.084285714285715
44.655529,-87.908325,98.88857142857144,7.041428571428571,0.04,7.574285714285714
45.337368,-103.710632,90.37571428571428,7.362857142857143,0.03,8.105714285714287
42.64465,-97.580811,95.77714285714286,7.435714285714285,0.05,9.47
36.948204,-103.213623,84.85142857142857,7.501428571428571,0.03,13.272857142857143
45.585926,-85.951508,99.40714285714286,7.63,0.0,7.341428571428572
40.080173,-83.8974,97.95285714285716,6.482857142857142,0.05,10.948571428571428
35.482025,-118.128265,87.60714285714286,5.409999999999999,0.17,14.844285714285714
39.993168,-86.479095,98.5942857142857,6.572857142857143,0.05,11.165714285714284
44.030884,-87.814178,98.46142857142856,7.21,0.04,7.712857142857142
43.214211,-98.030487,96.08142857142856,7.214285714285714,0.05,9.62857142857143
45.419201,-103.322052,91.25142857142858,7.312857142857142,0.03,8.09
46.587448,-101.058197,94.15714285714286,7.22,0.03,6.985714285714286
33.630352,-99.254669,96.71,6.942857142857143,0.05,18.40285714285714
44.155766,-106.084854,85.73285714285714,6.457142857142857,0.03,9.228571428571428
