Latitude,Longitude,Month,Mean Power Proportion,SW_DWN,LW_DWN,SW_DIFF,SW_DNI,Cloud,Clearness,Humidity,Precipitation,Temp
38.25,-120.35,nov,0.1488271689497717,2.42,6.81,1.12,3.59,61.45,0.5,65.32,2.16,8.53
38.25,-120.35,dec,0.1298837899543379,1.98,6.47,0.82,3.54,59.98,0.49,63.82,3.52,5.44
33.35,-115.05,jan,0.1734220850215448,3.72,6.61,0.85,6.74,26.86,0.69,33.73,0.0,11.91
33.35,-115.05,feb,0.18905701331275324,4.6,6.89,1.34,6.72,39.24,0.68,24.65,0.02,14.39
33.35,-115.05,mar,0.20001639976847385,5.55,7.02,1.81,6.5,45.33,0.65,42.68,0.19,14.01
33.35,-115.05,apr,0.22759261045726414,7.32,7.38,1.43,9.03,21.49,0.73,36.12,0.01,19.35
33.35,-115.05,may,0.2233775483953952,8.26,8.16,1.38,10.07,17.06,0.74,26.21,0.15,26.68
33.35,-115.05,jun,0.20255804231783395,8.13,8.95,1.66,9.21,23.27,0.71,20.69,0.06,32.76
33.35,-115.05,jul,0.20482941025146312,7.56,10.12,1.84,8.06,37.16,0.67,30.02,0.1,36.02
33.35,-115.05,aug,0.20561820695864685,7.61,9.18,1.07,9.83,13.25,0.73,30.09,0.56,33.06
33.35,-115.05,sep,0.20832834908997364,6.42,8.73,1.12,8.64,16.27,0.72,27.73,0.48,29.23
33.35,-115.05,oct,0.19348093124959806,5.1,7.75,0.95,7.89,21.95,0.7,33.67,0.44,21.48
33.35,-115.05,nov,0.18098125281368577,3.95,7.25,0.85,7.06,24.43,0.7,27.56,0.0,17.34
33.35,-115.05,dec,0.16691089459129202,3.36,6.57,0.86,6.36,25.44,0.68,32.7,0.01,10.57
33.65,-117.15,jan,0.1484972013551333,3.56,6.9,0.88,6.3,30.59,0.66,53.95,1.15,9.04
33.65,-117.15,feb,0.16651826484018267,4.38,7.11,1.43,6.15,45.29,0.65,47.88,2.03,10.73
33.65,-117.15,mar,0.16093607305936072,5.05,7.19,1.94,5.39,56.51,0.59,69.93,2.22,8.1
33.65,-117.15,apr,0.19602813374576517,5.95,7.57,2.02,6.09,46.37,0.59,68.19,1.33,11.83
33.65,-117.15,may,0.20719840919133892,6.43,8.21,2.08,6.28,51.8,0.58,56.06,0.27,18.02
33.65,-117.15,jun,0.20675504492561494,7.14,8.43,1.87,7.43,41.94,0.62,38.45,0.04,23.97
33.65,-117.15,jul,0.20092760347621152,7.32,8.81,1.88,7.6,32.34,0.65,41.39,0.52,27.98
33.65,-117.15,aug,0.21469509500662837,7.26,8.27,1.31,8.78,24.35,0.7,38.06,0.03,24.5
33.65,-117.15,sep,0.19858152894387981,6.1,8.16,1.31,7.7,23.89,0.68,36.83,0.17,22.66
33.65,-117.15,oct,0.16928266313153628,4.6,7.75,1.18,6.52,32.19,0.63,50.68,0.2,15.76
33.65,-117.15,nov,0.1581271173957873,3.68,7.52,0.97,6.22,32.34,0.65,42.61,0.12,14.3
33.65,-117.15,dec,0.14626270437472383,3.22,6.87,0.86,6.0,26.46,0.65,45.86,0.7,9.07
33.65,-117.65,jan,0.14428853511045292,3.56,6.9,0.88,6.3,30.59,0.66,61.1,0.96,13.02
33.65,-117.65,feb,0.1611907626804887,4.38,7.11,1.43,6.15,45.29,0.65,55.37,1.68,14.12
33.65,-117.65,mar,0.16569819819819823,5.05,7.19,1.94,5.39,56.51,0.59,71.19,1.98,11.59
33.65,-117.65,apr,0.17627838454893252,5.95,7.57,2.02,6.09,46.37,0.59,72.82,1.4,14.22
33.65,-117.65,may,0.1729846970257929,6.43,8.21,2.08,6.28,51.8,0.58,70.26,0.43,17.56
33.65,-117.65,jun,0.18998642478094532,7.14,8.43,1.87,7.43,41.94,0.62,60.62,0.04,21.77
33.65,-117.65,jul,0.2007062199185487,7.32,8.81,1.88,7.6,32.34,0.65,58.49,0.27,25.66
33.65,-117.65,aug,0.20440238183388865,7.26,8.27,1.31,8.78,24.35,0.7,59.24,0.01,22.61
33.65,-117.65,sep,0.19692752684191042,6.1,8.16,1.31,7.7,23.89,0.68,55.24,0.09,22.11
33.65,-117.65,oct,0.1650951807972356,4.6,7.75,1.18,6.52,32.19,0.63,61.7,0.14,18.05
33.65,-117.65,nov,0.14981056398864617,3.68,7.52,0.97,6.22,32.34,0.65,54.04,0.14,17.21
33.65,-117.65,dec,0.13667468838701716,3.22,6.87,0.86,6.0,26.46,0.65,52.14,0.67,13.36
33.85,-116.55,jan,0.14147675383976754,3.68,6.36,0.87,6.73,27.18,0.69,44.36,0.3,7.96
33.85,-116.55,feb,0.16263387297633872,4.46,6.65,1.4,6.52,42.74,0.66,31.88,0.4,10.63
33.85,-116.55,mar,0.16403798256537983,5.08,6.86,1.92,5.71,56.03,0.6,54.62,0.49,8.76
33.85,-116.55,apr,0.20622976338729762,6.76,7.1,1.62,8.01,32.51,0.67,46.38,0.25,14.24
33.85,-116.55,may,0.2112723121627231,8.07,7.67,1.46,9.7,20.47,0.73,29.65,0.1,22.62
33.85,-116.55,jun,0.20024076380240763,8.04,8.36,1.7,9.14,23.54,0.7,21.65,0.04,28.19
33.85,-116.55,jul,0.1824211290992113,7.34,9.42,1.96,7.64,38.39,0.65,31.44,0.24,31.28
33.85,-116.55,aug,0.19530406807804068,7.64,8.37,1.11,9.89,11.37,0.74,24.2,0.15,28.48
33.85,-116.55,sep,0.1886415525114155,6.36,8.15,1.22,8.45,14.82,0.71,26.35,0.1,24.69
33.85,-116.55,oct,0.16329078455790785,4.98,7.28,1.03,7.67,23.11,0.69,36.0,0.12,16.93
33.85,-116.55,nov,0.15172166874221668,3.92,6.98,0.87,7.06,25.23,0.69,32.8,0.02,13.81
33.85,-116.55,dec,0.1362743877127439,3.32,6.31,0.88,6.29,25.39,0.67,36.89,0.12,7.58
34.15,-118.45,jan,0.13663902411411752,3.32,6.3,0.88,6.01,35.58,0.64,64.04,1.74,12.99
34.15,-118.45,feb,0.16780331333257856,4.32,6.45,1.18,6.76,40.68,0.65,56.94,2.3,14.12
34.15,-118.45,mar,0.16144779048265975,4.78,6.62,1.83,5.35,58.22,0.57,72.89,2.61,11.32
34.15,-118.45,apr,0.17914430733235215,5.72,7.13,1.94,6.04,47.76,0.57,77.15,2.51,13.87
34.15,-118.45,may,0.1914105249254689,7.32,7.63,1.69,8.35,31.73,0.66,74.96,0.86,17.03
34.15,-118.45,jun,0.19511906109664517,7.86,8.22,1.65,9.05,25.7,0.68,67.76,0.02,20.9
34.15,-118.45,jul,0.20877910487188195,7.72,8.92,1.63,8.79,22.3,0.69,62.22,0.02,24.27
34.15,-118.45,aug,0.2054743575229254,7.71,7.85,0.94,10.42,8.38,0.75,67.79,0.01,21.07
34.15,-118.45,sep,0.19503556737990113,6.32,7.79,1.17,8.56,14.89,0.71,55.95,0.01,21.65
34.15,-118.45,oct,0.1690662855202083,4.83,7.04,0.94,7.68,24.0,0.68,61.26,0.12,18.25
34.15,-118.45,nov,0.1533166345899845,3.68,6.81,0.94,6.48,29.59,0.67,51.11,0.15,17.65
34.15,-118.45,dec,0.13700092456319107,3.08,6.31,0.85,5.94,32.77,0.65,55.72,0.79,13.61
34.15,-118.95,jan,0.14671278538812785,3.32,6.3,0.88,6.01,35.58,0.64,64.04,1.74,12.99
34.15,-118.95,feb,0.17735890410958902,4.32,6.45,1.18,6.76,40.68,0.65,56.94,2.3,14.12
34.15,-118.95,mar,0.17917808219178086,4.78,6.62,1.83,5.35,58.22,0.57,72.89,2.61,11.32
34.15,-118.95,apr,0.17396803652968032,5.72,7.13,1.94,6.04,47.76,0.57,77.15,2.51,13.87
34.15,-118.95,may,0.1715675799086758,7.32,7.63,1.69,8.35,31.73,0.66,74.96,0.86,17.03
34.15,-118.95,jun,0.19683287671232874,7.86,8.22,1.65,9.05,25.7,0.68,67.76,0.02,20.9
34.15,-118.95,jul,0.21705433789954337,7.72,8.92,1.63,8.79,22.3,0.69,62.22,0.02,24.27
34.15,-118.95,aug,0.21014109589041094,7.71,7.85,0.94,10.42,8.38,0.75,67.79,0.01,21.07
34.15,-118.95,sep,0.19734840182648403,6.32,7.79,1.17,8.56,14.89,0.71,55.95,0.01,21.65
34.15,-118.95,oct,0.17467214611872145,4.83,7.04,0.94,7.68,24.0,0.68,61.26,0.12,18.25
34.15,-118.95,nov,0.15914155251141554,3.68,6.81,0.94,6.48,29.59,0.67,51.11,0.15,17.65
34.15,-118.95,dec,0.1451068493150685,3.08,6.31,0.85,5.94,32.77,0.65,55.72,0.79,13.61
37.35,-121.85,jan,0.10676468272712958,2.33,6.94,1.08,3.42,54.89,0.5,88.5,2.6,8.23
37.35,-121.85,feb,0.1381384821287986,3.64,6.77,1.09,5.64,39.1,0.59,82.35,1.8,9.06
37.35,-121.85,mar,0.13873996221067544,3.98,7.19,2.12,3.58,73.23,0.49,86.13,4.78,7.86
37.35,-121.85,apr,0.16160092898756104,4.94,7.58,2.12,4.31,62.98,0.5,86.08,3.35,11.36
37.35,-121.85,may,0.22815737679105652,7.73,7.26,1.65,9.2,23.6,0.7,80.97,0.58,14.2
37.35,-121.85,jun,0.2264159187529523,8.05,7.7,1.57,9.62,22.69,0.7,70.78,0.03,18.18
37.35,-121.85,jul,0.23550818768697843,8.21,7.93,1.25,10.28,11.67,0.73,58.72,0.0,21.76
37.35,-121.85,aug,0.21594473311289558,7.56,7.59,1.0,10.25,9.33,0.74,62.72,0.0,19.25
37.35,-121.85,sep,0.1948240434577232,6.08,7.5,1.08,8.5,12.6,0.71,58.87,0.03,18.75
37.35,-121.85,oct,0.15850259801606045,4.35,7.32,0.98,6.95,23.67,0.65,60.82,0.19,15.32
37.35,-121.85,nov,0.11755471579278852,2.66,7.29,1.0,4.45,50.34,0.53,80.41,1.28,11.27
37.35,-121.85,dec,0.09439104078097939,2.23,6.8,0.87,3.99,50.49,0.53,72.95,2.35,7.9
39.75,-120.85,jan,0.14269041095890414,1.99,5.98,0.93,3.07,67.44,0.46,92.91,4.64,-1.09
39.75,-120.85,feb,0.18429741248097412,3.46,5.75,1.07,5.7,47.3,0.59,77.11,4.91,0.35
39.75,-120.85,mar,0.1620482496194825,3.23,6.14,1.88,2.64,80.38,0.41,90.4,6.24,-1.97
39.75,-120.85,apr,0.2453421613394216,4.93,6.6,2.05,4.6,67.2,0.51,80.88,5.85,4.72
39.75,-120.85,may,0.2843987823439878,7.25,6.64,2.25,7.87,42.21,0.66,67.74,0.79,11.53
39.75,-120.85,jun,0.3276220700152207,7.99,7.03,1.91,9.12,33.47,0.69,57.13,0.22,17.13
39.75,-120.85,jul,0.3290540334855403,8.34,7.28,1.31,10.59,14.99,0.74,34.16,0.1,22.05
39.75,-120.85,aug,0.33635357686453576,7.82,6.7,0.92,11.07,7.52,0.77,28.17,0.01,19.67
39.75,-120.85,sep,0.3044430745814308,6.14,6.63,1.08,9.04,16.73,0.73,29.18,0.01,16.1
39.75,-120.85,oct,0.22878462709284628,4.31,6.22,1.0,7.35,28.78,0.67,48.23,0.27,8.41
39.75,-120.85,nov,0.14165753424657535,2.28,6.28,1.16,3.23,65.14,0.49,76.25,2.56,3.03
39.75,-120.85,dec,0.14288082191780824,1.97,5.89,0.81,3.64,58.32,0.5,76.6,3.55,-1.36
33.55,-116.05,jan,0.14653798256537984,3.68,6.36,0.87,6.73,27.18,0.69,44.04,0.63,11.09
33.55,-116.05,feb,0.17184101286841014,4.46,6.65,1.4,6.52,42.74,0.66,33.76,1.08,13.67
33.55,-116.05,mar,0.1842579908675799,5.08,6.86,1.92,5.71,56.03,0.6,54.46,1.3,11.54
33.55,-116.05,apr,0.22322229140722288,6.76,7.1,1.62,8.01,32.51,0.67,49.16,0.72,16.4
33.55,-116.05,may,0.2211508924865089,8.07,7.67,1.46,9.7,20.47,0.73,34.01,0.2,24.26
33.55,-116.05,jun,0.20225093399750935,8.04,8.36,1.7,9.14,23.54,0.7,23.83,0.04,30.45
33.55,-116.05,jul,0.1969032793690328,7.34,9.42,1.96,7.64,38.39,0.65,30.78,0.31,33.81
33.55,-116.05,aug,0.1974792444997924,7.64,8.37,1.11,9.89,11.37,0.74,25.93,0.07,30.84
33.55,-116.05,sep,0.19645288501452887,6.36,8.15,1.22,8.45,14.82,0.71,27.41,0.13,27.39
33.55,-116.05,oct,0.17535180572851808,4.98,7.28,1.03,7.67,23.11,0.69,36.67,0.23,19.74
33.55,-116.05,nov,0.16169676214196763,3.92,6.98,0.87,7.06,25.23,0.69,32.86,0.06,16.86
33.55,-116.05,dec,0.14234744707347446,3.32,6.31,0.88,6.29,25.39,0.67,37.27,0.36,10.56
34.05,-117.35,jan,0.14861246133451173,3.5,6.23,0.85,6.47,40.38,0.67,51.55,0.99,10.18
34.05,-117.35,feb,0.1729893946089262,4.41,6.41,1.25,6.69,46.03,0.67,42.61,1.62,12.06
34.05,-117.35,mar,0.15716342613050524,5.02,6.51,1.85,5.59,56.3,0.6,67.0,1.88,9.39
34.05,-117.35,apr,0.18357711003093238,6.31,6.88,1.76,7.07,37.38,0.63,66.73,1.41,13.06
34.05,-117.35,may,0.20476616585653262,7.66,7.46,1.56,8.96,23.57,0.69,54.98,0.31,19.15
34.05,-117.35,jun,0.21579282663131533,8.0,8.09,1.56,9.35,24.43,0.7,42.21,0.06,24.45
34.05,-117.35,jul,0.19934784209751064,7.45,9.04,1.71,8.22,33.14,0.66,40.45,0.29,28.74
34.05,-117.35,aug,0.21448225069966123,7.78,7.9,0.9,10.56,8.67,0.75,39.61,0.01,24.69
34.05,-117.35,sep,0.20941854470466933,6.37,7.76,1.07,8.8,15.64,0.72,34.33,0.12,23.78
34.05,-117.35,oct,0.16836794815142142,4.91,6.96,0.91,7.85,24.22,0.69,48.54,0.07,17.14
34.05,-117.35,nov,0.15331344822506998,3.77,6.77,0.87,6.83,32.21,0.68,39.61,0.08,15.35
34.05,-117.35,dec,0.14137833259684787,3.2,6.25,0.82,6.28,36.12,0.67,43.05,0.53,10.06
34.05,-117.85,jan,0.14217697149204003,3.5,6.23,0.85,6.47,40.38,0.67,57.5,1.21,11.68
34.05,-117.85,feb,0.16568878810317167,4.41,6.41,1.25,6.69,46.03,0.67,48.58,1.96,13.2
34.05,-117.85,mar,0.1511441749969147,5.02,6.51,1.85,5.59,56.3,0.6,70.07,2.27,10.38
34.05,-117.85,apr,0.17477184376156982,6.31,6.88,1.76,7.07,37.38,0.63,72.61,1.72,13.4
34.05,-117.85,may,0.1872397568801678,7.66,7.46,1.56,8.96,23.57,0.69,64.43,0.57,18.15
34.05,-117.85,jun,0.20147769344687153,8.0,8.09,1.56,9.35,24.43,0.7,54.18,0.02,22.77
34.05,-117.85,jul,0.2058112736023695,7.45,9.04,1.71,8.22,33.14,0.66,49.27,0.07,26.73
34.05,-117.85,aug,0.20366021843761573,7.78,7.9,0.9,10.56,8.67,0.75,50.94,0.0,23.16
34.05,-117.85,sep,0.20365898432679252,6.37,7.76,1.07,8.8,15.64,0.72,44.91,0.04,22.61
34.05,-117.85,oct,0.16156948043934344,4.91,6.96,0.91,7.85,24.22,0.69,54.99,0.07,17.73
34.05,-117.85,nov,0.1476849623596199,3.77,6.77,0.87,6.83,32.21,0.68,45.51,0.13,16.48
34.05,-117.85,dec,0.13644313834382327,3.2,6.25,0.82,6.28,36.12,0.67,48.34,0.63,11.95
34.65,-116.15,jan,0.17724794520547948,3.67,6.14,0.79,7.0,31.21,0.7,43.52,0.21,8.11
34.65,-116.15,feb,0.1919123287671233,4.6,6.33,1.16,7.26,37.57,0.7,30.39,0.15,10.75
34.65,-116.15,mar,0.19022237442922374,5.33,6.58,1.87,6.04,51.26,0.63,47.17,0.2,10.06
34.65,-116.15,apr,0.23428219178082194,7.01,6.91,1.55,8.48,26.14,0.7,42.38,0.16,15.47
34.65,-116.15,may,0.22424269406392694,8.03,7.66,1.65,9.37,21.44,0.72,27.06,0.02,23.89
34.65,-116.15,jun,0.2062134703196347,8.06,8.35,1.73,9.2,24.95,0.7,21.39,0.06,29.35
34.65,-116.15,jul,0.20123378995433788,7.29,9.44,2.01,7.47,39.51,0.65,27.98,0.3,32.8
34.65,-116.15,aug,0.21391187214611876,7.74,8.26,1.0,10.34,8.14,0.75,22.05,0.16,29.63
34.65,-116.15,sep,0.2126666666666667,6.43,7.92,1.08,8.92,13.85,0.72,23.77,0.15,25.61
34.65,-116.15,oct,0.1886824200913242,4.94,7.08,1.02,7.73,23.04,0.69,35.01,0.17,17.52
34.65,-116.15,nov,0.17511027397260276,3.85,6.72,0.89,7.0,26.98,0.7,30.65,0.0,14.06
34.65,-116.15,dec,0.16129543378995437,3.25,6.12,0.81,6.43,27.95,0.68,36.33,0.06,7.49
33.25,-114.85,jan,0.1767930413531417,3.76,6.6,0.86,6.91,25.69,0.7,33.73,0.0,11.91
33.25,-114.85,feb,0.18999967843591228,4.62,6.86,1.33,6.81,38.92,0.68,24.65,0.02,14.39
33.25,-114.85,mar,0.19897453212425237,5.51,7.1,1.9,6.37,46.51,0.65,42.68,0.19,14.01
33.25,-114.85,apr,0.22914962377001738,7.33,7.43,1.4,9.2,20.01,0.73,36.12,0.01,19.35
33.25,-114.85,may,0.22251205865328963,8.21,8.18,1.46,9.92,16.41,0.74,26.21,0.15,26.68
33.25,-114.85,jun,0.20106662807897613,8.07,9.07,1.75,8.97,25.03,0.7,20.69,0.06,32.76
33.25,-114.85,jul,0.20289311209724098,7.39,10.39,2.09,7.44,45.32,0.66,30.02,0.1,36.02
33.25,-114.85,aug,0.20209933114669754,7.37,9.56,1.3,9.03,20.84,0.71,30.09,0.56,33.06
33.25,-114.85,sep,0.21050565952794392,6.34,8.9,1.19,8.38,17.85,0.71,27.73,0.48,29.23
33.25,-114.85,oct,0.193490256608142,5.05,7.81,0.99,7.8,22.24,0.7,33.67,0.44,21.48
33.25,-114.85,nov,0.17902035500675284,3.96,7.23,0.87,7.11,23.48,0.7,27.56,0.0,17.34
33.25,-114.85,dec,0.1631575985593929,3.35,6.56,0.82,6.37,26.11,0.68,32.7,0.01,10.57
34.25,-118.45,jan,0.14295709272048,3.32,6.3,0.88,6.01,35.58,0.64,65.17,1.82,7.83
34.25,-118.45,feb,0.16513292954451111,4.32,6.45,1.18,6.76,40.68,0.65,51.78,2.1,9.81
34.25,-118.45,mar,0.15279510547567832,4.78,6.62,1.83,5.35,58.22,0.57,71.65,2.62,7.43
34.25,-118.45,apr,0.17031652137816522,5.72,7.13,1.94,6.04,47.76,0.57,72.87,2.51,11.56
34.25,-118.45,may,0.19978631269104494,7.32,7.63,1.69,8.35,31.73,0.66,59.8,0.64,18.25
34.25,-118.45,jun,0.20321549869806405,7.86,8.22,1.65,9.05,25.7,0.68,44.22,0.0,24.1
34.25,-118.45,jul,0.2047869730933243,7.72,8.92,1.63,8.79,22.3,0.69,33.66,0.04,29.13
34.25,-118.45,aug,0.20356504019019586,7.71,7.85,0.94,10.42,8.38,0.75,35.59,0.01,24.6
34.25,-118.45,sep,0.19188733537114605,6.32,7.79,1.17,8.56,14.89,0.71,32.03,0.02,22.91
34.25,-118.45,oct,0.16879353937884448,4.83,7.04,0.94,7.68,24.0,0.68,48.3,0.18,15.64
34.25,-118.45,nov,0.15360890977018002,3.68,6.81,0.94,6.48,29.59,0.67,46.15,0.11,13.02
34.25,-118.45,dec,0.13762302351032113,3.08,6.31,0.85,5.94,32.77,0.65,53.43,0.76,7.93
34.25,-118.95,jan,0.14445616438356162,3.32,6.3,0.88,6.01,35.58,0.64,65.17,1.82,7.83
34.25,-118.95,feb,0.17642191780821917,4.32,6.45,1.18,6.76,40.68,0.65,51.78,2.1,9.81
34.25,-118.95,mar,0.17501598173515984,4.78,6.62,1.83,5.35,58.22,0.57,71.65,2.62,7.43
34.25,-118.95,apr,0.17034474885844747,5.72,7.13,1.94,6.04,47.76,0.57,72.87,2.51,11.56
34.25,-118.95,may,0.1823493150684931,7.32,7.63,1.69,8.35,31.73,0.66,59.8,0.64,18.25
34.25,-118.95,jun,0.2019689497716895,7.86,8.22,1.65,9.05,25.7,0.68,44.22,0.0,24.1
34.25,-118.95,jul,0.22262511415525116,7.72,8.92,1.63,8.79,22.3,0.69,33.66,0.04,29.13
34.25,-118.95,aug,0.22023333333333334,7.71,7.85,0.94,10.42,8.38,0.75,35.59,0.01,24.6
34.25,-118.95,sep,0.20654703196347032,6.32,7.79,1.17,8.56,14.89,0.71,32.03,0.02,22.91
34.25,-118.95,oct,0.1752406392694064,4.83,7.04,0.94,7.68,24.0,0.68,48.3,0.18,15.64
34.25,-118.95,nov,0.16007579908675798,3.68,6.81,0.94,6.48,29.59,0.67,46.15,0.11,13.02
34.25,-118.95,dec,0.14167077625570776,3.08,6.31,0.85,5.94,32.77,0.65,53.43,0.76,7.93
38.55,-121.35,jan,0.08679908675799086,2.12,7.12,1.01,3.14,61.35,0.47,81.96,2.86,8.67
38.55,-121.35,feb,0.13674733637747336,3.58,6.9,1.03,5.76,40.0,0.6,72.49,2.07,10.23
38.55,-121.35,mar,0.12957077625570776,3.88,7.28,2.03,3.54,73.66,0.49,82.25,5.05,8.26
38.55,-121.35,apr,0.1652496194824962,4.94,7.8,2.03,4.37,63.11,0.51,81.6,3.71,12.95
38.55,-121.35,may,0.21764459665144598,7.6,7.68,1.75,8.86,24.11,0.69,71.39,0.59,17.97
38.55,-121.35,jun,0.22271385083713854,8.07,8.28,1.61,9.61,22.88,0.7,55.42,0.02,23.15
38.55,-121.35,jul,0.21733257229832575,8.25,8.6,1.19,10.52,11.87,0.73,40.34,0.02,27.32
38.55,-121.35,aug,0.21129223744292241,7.58,8.05,0.98,10.33,5.69,0.75,42.64,0.01,24.01
38.55,-121.35,sep,0.19187823439878232,6.07,7.97,1.07,8.59,11.65,0.71,38.25,0.02,22.6
38.55,-121.35,oct,0.15580593607305937,4.28,7.59,0.98,6.94,23.0,0.65,46.85,0.22,17.18
38.55,-121.35,nov,0.09359056316590565,2.39,7.5,1.02,3.73,55.87,0.49,67.88,1.41,12.03
38.55,-121.35,dec,0.07914079147640792,2.01,6.95,0.81,3.64,56.85,0.49,62.96,3.03,8.56
37.05,-122.05,jan,0.10732496194824964,2.43,7.32,1.11,3.61,59.3,0.52,87.16,2.84,9.29
37.05,-122.05,feb,0.14096061643835614,3.48,7.18,1.2,5.07,47.82,0.57,80.91,1.93,9.91
37.05,-122.05,mar,0.13326997716894975,4.12,7.46,2.12,3.84,76.37,0.51,85.2,5.04,8.65
37.05,-122.05,apr,0.1528211567732116,4.64,7.87,2.26,3.66,72.77,0.47,85.25,3.58,11.57
37.05,-122.05,may,0.21374657534246574,7.01,7.65,2.08,7.37,45.93,0.63,80.83,0.71,13.89
37.05,-122.05,jun,0.22157838660578386,6.83,8.15,2.23,6.66,51.18,0.59,75.23,0.04,16.76
37.05,-122.05,jul,0.23041761796042617,7.1,8.23,2.19,7.19,41.56,0.63,67.91,0.01,19.19
37.05,-122.05,aug,0.20103671993911723,5.76,8.41,2.08,5.69,56.45,0.56,70.94,0.01,17.39
37.05,-122.05,sep,0.1843670091324201,4.73,8.21,1.68,5.25,52.33,0.55,66.74,0.03,17.22
37.05,-122.05,oct,0.1558664383561644,3.69,7.86,1.28,4.94,47.14,0.55,65.23,0.14,15.22
37.05,-122.05,nov,0.12640506088280062,2.65,7.64,1.15,3.92,58.68,0.53,80.36,1.22,12.04
37.05,-122.05,dec,0.10013242009132421,2.12,7.25,0.87,3.62,56.98,0.5,73.04,2.8,9.35
34.75,-120.55,jan,0.14528253424657536,3.22,7.2,1.02,5.5,44.02,0.62,78.33,3.68,11.1
34.75,-120.55,feb,0.1783304794520548,4.21,7.31,1.26,6.25,49.15,0.64,69.84,1.4,12.06
34.75,-120.55,mar,0.17763755707762557,4.77,7.37,2.03,5.11,64.16,0.57,81.31,4.0,9.86
34.75,-120.55,apr,0.17019720319634704,5.28,7.89,2.24,4.64,64.3,0.53,83.82,3.26,12.31
34.75,-120.55,may,0.2125550799086758,6.44,8.03,2.27,6.09,53.58,0.58,76.25,0.95,15.27
34.75,-120.55,jun,0.2161598173515982,6.86,8.43,2.37,6.32,55.7,0.6,66.53,0.08,18.18
34.75,-120.55,jul,0.21260359589041097,6.65,8.87,2.7,5.6,58.19,0.59,58.87,0.09,21.37
34.75,-120.55,aug,0.1937771118721461,6.19,8.69,2.26,5.9,59.74,0.6,69.1,0.32,18.57
34.75,-120.55,sep,0.17694920091324204,5.19,8.48,1.89,5.32,56.3,0.58,65.68,0.32,18.11
34.75,-120.55,oct,0.17381535388127853,4.37,7.98,1.3,5.92,45.97,0.62,66.63,0.35,16.28
34.75,-120.55,nov,0.16673202054794523,3.49,7.67,1.02,5.83,43.35,0.63,66.63,0.39,14.55
34.75,-120.55,dec,0.139824200913242,2.86,7.27,0.97,5.05,44.84,0.6,64.96,1.48,11.84
33.65,-117.05,jan,0.1619997146118721,3.56,6.9,0.88,6.3,30.59,0.66,53.95,1.15,9.04
33.65,-117.05,feb,0.1754611301369863,4.38,7.11,1.43,6.15,45.29,0.65,47.88,2.03,10.73
33.65,-117.05,mar,0.1606021689497717,5.05,7.19,1.94,5.39,56.51,0.59,69.93,2.22,8.1
33.65,-117.05,apr,0.1963130707762557,5.95,7.57,2.02,6.09,46.37,0.59,68.19,1.33,11.83
33.65,-117.05,may,0.20460502283105025,6.43,8.21,2.08,6.28,51.8,0.58,56.06,0.27,18.02
33.65,-117.05,jun,0.20767157534246578,7.14,8.43,1.87,7.43,41.94,0.62,38.45,0.04,23.97
33.65,-117.05,jul,0.19271004566210045,7.32,8.81,1.88,7.6,32.34,0.65,41.39,0.52,27.98
33.65,-117.05,aug,0.2121425799086758,7.26,8.27,1.31,8.78,24.35,0.7,38.06,0.03,24.5
33.65,-117.05,sep,0.205538698630137,6.1,8.16,1.31,7.7,23.89,0.68,36.83,0.17,22.66
33.65,-117.05,oct,0.17993875570776258,4.6,7.75,1.18,6.52,32.19,0.63,50.68,0.2,15.76
33.65,-117.05,nov,0.1675467465753425,3.68,7.52,0.97,6.22,32.34,0.65,42.61,0.12,14.3
33.65,-117.05,dec,0.15688995433789954,3.22,6.87,0.86,6.0,26.46,0.65,45.86,0.7,9.07
34.15,-118.35,jan,0.14035425865126985,3.32,6.3,0.88,6.01,35.58,0.64,57.5,1.21,11.68
34.15,-118.35,feb,0.1650858522963131,4.32,6.45,1.18,6.76,40.68,0.65,48.58,1.96,13.2
34.15,-118.35,mar,0.15972140458130496,4.78,6.62,1.83,5.35,58.22,0.57,70.07,2.27,10.38
34.15,-118.35,apr,0.1753131250235858,5.72,7.13,1.94,6.04,47.76,0.57,72.61,1.72,13.4
34.15,-118.35,may,0.19578965243971472,7.32,7.63,1.69,8.35,31.73,0.66,64.43,0.57,18.15
34.15,-118.35,jun,0.19569757349333936,7.86,8.22,1.65,9.05,25.7,0.68,54.18,0.02,22.77
34.15,-118.35,jul,0.2112699535831541,7.72,8.92,1.63,8.79,22.3,0.69,49.27,0.07,26.73
34.15,-118.35,aug,0.20951224574512242,7.71,7.85,0.94,10.42,8.38,0.75,50.94,0.0,23.16
34.15,-118.35,sep,0.1948920713989207,6.32,7.79,1.17,8.56,14.89,0.71,44.91,0.04,22.61
34.15,-118.35,oct,0.17011726857617268,4.83,7.04,0.94,7.68,24.0,0.68,54.99,0.07,17.73
34.15,-118.35,nov,0.15249886788180686,3.68,6.81,0.94,6.48,29.59,0.67,45.51,0.13,16.48
34.15,-118.35,dec,0.1369989433563531,3.08,6.31,0.85,5.94,32.77,0.65,48.34,0.63,11.95
34.15,-118.85,jan,0.14564794520547944,3.32,6.3,0.88,6.01,35.58,0.64,64.04,1.74,12.99
34.15,-118.85,feb,0.17749726027397258,4.32,6.45,1.18,6.76,40.68,0.65,56.94,2.3,14.12
